seed	model	data	kernel	beta	z_size	num_epochs	batch_size	learning_rate	window_size	kernel_scales	sigma	length_scale	encoder_depth	encoder_width	decoder_depth	decoder_width	cnn_kernel_size	cnn_sizes	NLL	MSE	last_train_loss	last_val_loss	AUPRC	AUROC	testing	data_dir
1337	gp-vae	hmnist	cauchy	0.8	256	20	64	0.001	3	1	1.0	2.0	2	256	3	256	3	[256]	0.35121793	0.115687825	1310.6818	1313.0609	0.8057995785864259	0.9594165792878073	False	data/hmnist/hmnist_mnar.npz
